1,0
2,0.0510508
3,0.102102
4,0.153152
5,0.204203
6,0.255254
7,0.306305
8,0.357356
9,0.408406
10,0.459457
11,0.510508
12,0.561559
13,0.61261
14,0.663661
15,0.714711
16,0.765762
17,0.816813
18,0.867864
19,0.918915
20,0.969965
21,1.02102
22,1.07207
23,1.12312
24,1.17417
25,1.22522
26,1.27627
27,1.32732
28,1.37837
29,1.42942
30,1.48047
31,1.53152
32,1.58258
33,1.63363
34,1.68468
35,1.73573
36,1.78678
37,1.83783
38,1.88888
39,1.93993
40,1.99098
41,2.04203
42,2.09308
43,2.14413
44,2.19518
45,2.24624
46,2.29729
47,2.34834
48,2.39939
49,2.45044
50,2.50149
51,2.55254
52,2.60359
53,2.65464
54,2.70569
55,2.75674
56,2.80779
57,2.85885
58,2.9099
59,2.96095
60,3.012
61,3.06305
62,3.1141
63,3.16515
64,3.2162
65,3.26725
66,3.3183
67,3.36935
68,3.4204
69,3.47146
70,3.52251
71,3.57356
72,3.62461
73,3.67566
74,3.72671
75,3.77776
76,3.82881
77,3.87986
78,3.93091
79,3.98196
80,4.03301
81,4.08406
82,4.13512
83,4.18617
84,4.23722
85,4.28827
86,4.33932
87,4.39037
88,4.44142
89,4.49247
90,4.54352
91,4.59457
92,4.64562
93,4.69667
94,4.74773
95,4.79878
96,4.84983
97,4.90088
98,4.95193
99,5.00298
100,5.05403
101,5.10508
102,5.15613
103,5.20718
104,5.25823
105,5.30928
106,5.36034
107,5.41139
108,5.46244
109,5.51349
110,5.56454
111,5.61559
112,5.66664
113,5.71769
114,5.76874
115,5.81979
116,5.87084
117,5.92189
118,5.97294
119,6.024
120,6.07505
121,6.1261
122,6.17715
123,6.2282
124,6.27925
125,6.3303
126,6.38135
127,6.4324
128,6.48345
129,6.5345
130,6.58555
131,6.63661
132,6.68766
133,6.73871
134,6.78976
135,6.84081
136,6.89186
137,6.94291
138,6.99396
139,7.04501
140,7.09606
141,7.14711
142,7.19816
143,7.24922
144,7.30027
145,7.35132
146,7.40237
147,7.45342
148,7.50447
149,7.55552
150,7.60657
151,7.65762
152,7.70867
153,7.75972
154,7.81077
155,7.86182
156,7.91288
157,7.96393
158,8.01498
159,8.06603
160,8.11708
161,8.16813
162,8.21918
163,8.27023
164,8.32128
165,8.37233
166,8.42338
167,8.47443
168,8.52549
169,8.57654
170,8.62759
171,8.67864
172,8.72969
173,8.78074
174,8.83179
175,8.88284
176,8.93389
177,8.98494
178,9.03599
179,9.08704
180,9.1381
181,9.18915
182,9.2402
183,9.29125
184,9.3423
185,9.39335
186,9.4444
187,9.49545
188,9.5465
189,9.59755
190,9.6486
191,9.69965
192,9.7507
193,9.80176
194,9.85281
195,9.90386
196,9.95491
197,10.006
198,10.057
199,10.1081
200,10.1591
201,10.2102
202,10.2612
203,10.3123
204,10.3633
205,10.4144
206,10.4654
207,10.5165
208,10.5675
209,10.6186
210,10.6696
211,10.7207
212,10.7717
213,10.8228
214,10.8738
215,10.9249
216,10.9759
217,11.027
218,11.078
219,11.1291
220,11.1801
221,11.2312
222,11.2822
223,11.3333
224,11.3843
225,11.4354
226,11.4864
227,11.5375
228,11.5885
229,11.6396
230,11.6906
231,11.7417
232,11.7927
